Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
eyeshadow-antique-a2,Antique Eyeshadow,"<p><strong></strong>Cool tone, dusty brown eyeshadow with a shimmery silver finish</p>
<p><span style=""font-weight: 400;"">Finding Ferdinand is about finding the things that make up our best selves. Our pressed eyeshadow powders are highly pigmented and come in matte and shimmery finishes to help you create just the look you want. With only the best ingredients and always a smooth texture, our eyeshadows will help you create gorgeous and worry-free looks.</span></p>
<h3><b>PRODUCT DETAILS:</b></h3>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Net Weight: 0.064 oz</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Diameter: 26.8mm</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Height: 3.9mm</span></li>
</ul>
<p><b>PIGMENTATION:</b><span style=""font-weight: 400;""> High-pigmented powders that blend easily </span></p>
<p><b>TEXTURE:</b><span style=""font-weight: 400;""> Velvety and silky pressed powder</span></p>
<p><b>KEY INGREDIENTS:</b><span style=""font-weight: 400;""> Kaolin and Mica</span></p>
<meta charset=""utf-8"">
<p><b>BENEFITS:<span> <span style=""font-weight: 400;"">Skin softening, detoxification, natural sunscreen</span></span></b></p>
<p><span>Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span>Ingredients page</span></a><span> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span>Get FREE standard shipping on all U.S. orders.</span></p>
<p>U.S. Priority Mail (2-3 days): $5</p>
<p><span>Standard Shipping to Canada: $25</span></p>
<p><span>Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span>It takes approximately 2-3 business days for your products to be handpacked.</span></p>",findingferdinand2,Eyeshadow,Shimmery,true,Title,Default Title,,,,,ES2,3,shopify,16,deny,manual,10.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Eyeshadow_Antique-A2.jpg?v=1485613043,1,Antique Eyeshadow,false,,,,,,"Cool tone, dusty brown eyeshadow with a shimmery silver finish",,,,,,,,,,,oz,
eyeshadow-zodiac-a1,Zodiac Eyeshadow,"<p>Cool tone, cream-colored eyeshadow with a slightly shimmery finish</p>
<p><span style=""font-weight: 400;"">Finding Ferdinand is about finding the things that make up our best selves. Our pressed eyeshadow powders are highly pigmented and come in matte and shimmery finishes to help you create just the look you want. With only the best ingredients and always a smooth texture, our eyeshadows will help you create gorgeous and worry-free looks.</span></p>
<h3><b>PRODUCT DETAILS:</b></h3>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Net Weight: 0.064 oz</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Diameter: 26.8mm</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Height: 3.9mm</span></li>
</ul>
<p><b>PIGMENTATION:</b><span style=""font-weight: 400;""> High-pigmented powders that blend easily </span></p>
<p><b>TEXTURE:</b><span style=""font-weight: 400;""> Velvety and silky pressed powder</span></p>
<p><b>KEY INGREDIENTS:</b><span style=""font-weight: 400;""> Kaolin and Mica</span></p>
<p><b>BENEFITS:</b><span style=""font-weight: 400;""> Skin softening, detoxification, natural sunscreen</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your products to be handpacked.</span></p>",findingferdinand2,Eyeshadow,Shimmery,true,Title,Default Title,,,,,ES1,3,shopify,22,deny,manual,10.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Eyeshadow_Zodiac-A1.jpg?v=1485613188,1,Zodiac Eyeshadow,false,,,,,,"Cool tone, cream-colored eyeshadow with a slightly shimmery finish",,,,,,,,,,,oz,
finding-ferdinand-overnight-palette-rich,RTW Overnight Palette - Rich,"<p>Have everything you need for a night out - and flawless touch-ups the next morning -- all conveniently packed in a portable palette. </p>
<meta charset=""utf-8"">
<p>This curated ready-to-wear palette has been created for those with a rich skin tone, but can be worn by anyone who loves these colors!</p>
<p>These timeless colors are great neutrals and super easy to wear. </p>
<p><strong>Complimentary Complexion Range</strong></p>
<p><strong><img src=""//cdn.shopify.com/s/files/1/1099/1078/files/Finding_Ferdinand_Skin_Tone_Range_Rich_large.jpg?v=1486166468"" alt=""""></strong></p>
<p><strong>Customize The Palette</strong></p>
<p><strong><a href=""/products/finding-ferdinand-overnight-palette"" title=""Finding Ferdinand Custom Makeup""><img src=""//cdn.shopify.com/s/files/1/1099/1078/files/CUSTOMIZE_1_large.jpg?v=1486675021"" alt=""Finding Ferdinand Custom Makeup""></a></strong></p>
<h3><b>PRODUCT DETAILS:</b></h3>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Net Weight: 0.74oz</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Palette Dimensions: 14.5cm x 11cm x 1.3cm</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Magnetic base allows you to easily refill a shade</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Full mirror that holds its weight so you can get ready anywhere</span></li>
</ul>
<p><b>TOP ROW - CHEEKS</b></p>
<meta charset=""utf-8"">
<ul>
<li>
<a href=""https://www.findingferdinand.com/products/highlighter-golden-glow-shimmer-powder"" target=""_blank"" rel=""noopener noreferrer"">Golden Glow</a> - This universal cream- colored highlighter is LIFE! It's flattering on anyone who wants to add a subtle glow here and there. </li>
<li>
<a href=""https://www.findingferdinand.com/products/bronzer-cocoa-bronze-bronzing-powder"">Cocoa Bronze</a> - This deep bronzer has a matte finish for those who want to softly contour. </li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/blush-passionfruit-21"">Passion Fruit</a> - Warm tone, deep plum blush with a shimmer finish</li>
</ul>
<p><b>BOTTOM ROW - EYES</b></p>
<ul>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-dirty-chai-b69"">Dirty Chai</a> - Warm tone, cream-brown eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-coral-cove-c6"">Coral Cove</a> - Warm tone, peach eyeshadow with a metallic finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-haute-chocolate-b62"">Haute Chocolate</a> - Warm tone, brown eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-fortune-teller-b94"">Fortune Teller</a> - Warm tone, brown eyeshadow with a glittery gold finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-eclipse-b25"">Eclipse</a> - Cool tone, black eyeshadow with a matte finish</li>
</ul>
<p><b>EXTRA GOODIES</b></p>
<p><span style=""font-weight: 400;"">Receive a </span><a href=""https://www.findingferdinand.com/products/ffgirl-sticker-set""><span style=""font-weight: 400;"">complimentary FFgirl Sticker Set</span></a><span style=""font-weight: 400;""> and </span><a href=""https://www.findingferdinand.com/collections/accessories/products/dual-end-brush-set""><span style=""font-weight: 400;"">Dual-End Brush Set</span></a><span style=""font-weight: 400;""> with each palette.</span></p>
<p><span style=""font-weight: 400;"">All custom Overnight Palettes come labeled with your name on the back. To create a palette as a gift, please indicate the person's name in the field below.</span></p>
<p><b>PIGMENTATION: </b><span style=""font-weight: 400;"">High-pigmented powders that blend easily</span></p>
<p><b>TEXTURE:</b><span style=""font-weight: 400;""> Velvety and silky pressed powder</span></p>
<p><b>KEY INGREDIENTS:</b><span style=""font-weight: 400;""> Kaolin and Mica</span></p>
<p><b>BENEFITS:</b><span style=""font-weight: 400;""> Skin softening, detoxification, natural sunscreen</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your products to be handpacked.</span></p>",findingferdinand2,palette,"all in one, Overnight, palette, travel",true,Title,Default Title,,,,,"",2268,shopify,492,deny,manual,56.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Rich_Skin_Tone_Makeup.jpg?v=1492922711,1,,false,,,,,,,,,,,,,,,,,lb,
finding-ferdinand-overnight-palette-rich,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Overnight_Palette_Rich.jpg?v=1492922711,2,,,,,,,,,,,,,,,,,,,,
finding-ferdinand-overnight-palette-rich,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Stickers_4e98971c-d20c-4c3b-9ff7-f7dac88ec323.jpg?v=1492922711,3,,,,,,,,,,,,,,,,,,,,
finding-ferdinand-overnight-palette-rich,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Overnight_Palette_Closed_v2_d3d5736c-fa62-40fd-b0d6-d1f3a1122f66.jpeg?v=1492922711,4,,,,,,,,,,,,,,,,,,,,
finding-ferdinand-overnight-palette-deep,RTW Overnight Palette - Deep,"<p>Have everything you need for a night out - and flawless touch-ups the next morning -- all conveniently packed in a portable palette. </p>
<meta charset=""utf-8"">
<p>This curated ready-to-wear palette has been created for those with a deep skin tone, but can be work by pretty much anyone who loves these colors!</p>
<p>These timeless colors are great neutrals and super easy to wear. </p>
<p><strong>Complimentary Complexion Range</strong></p>
<p><strong><img src=""//cdn.shopify.com/s/files/1/1099/1078/files/Finding_Ferdinand_Skin_Tone_Range_Deep_large.jpg?v=1486166422"" alt=""""></strong></p>
<p><strong>Customize The Palette</strong></p>
<p><a href=""/products/finding-ferdinand-overnight-palette"" title=""Finding Ferdinand Custom Makeup""><strong><img src=""//cdn.shopify.com/s/files/1/1099/1078/files/CUSTOMIZE_1_large.jpg?v=1486675021"" alt=""Finding Ferdinand Custom Makeup""></strong></a></p>
<h3><strong>PRODUCT DETAILS:</strong></h3>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Net Weight: 0.74oz</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Palette Dimensions: 14.5cm x 11cm x 1.3cm</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Magnetic base allows you to easily refill a shade</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Full mirror that holds its weight so you can get ready anywhere</span></li>
</ul>
<br>
<p><b>TOP ROW - CHEEKS</b></p>
<ul>
<li>
<a href=""/products/highlighter-golden-glow-shimmer-powder"" target=""_blank"" rel=""noopener noreferrer"">Golden Glow</a> - This universal cream- colored highlighter is LIFE! It's flattering on anyone who wants to add a subtle glow here and there. </li>
<li>
<a href=""/products/bronzer-cocoa-bronze-bronzing-powder"">Cocoa Bronze </a>- This deep bronzer has a matte finish for those who want to softly contour. </li>
<li>
<a href=""/products/blush-terracotta-9"">Terracotta</a> - Warm tone, medium terracotta blush with a matte finish allows for a natural flush to your cheeks.</li>
</ul>
<p><b>BOTTOM ROW - EYES</b></p>
<ul>
<li>
<a href=""/products/eyeshadow-dirty-chai-b69"">Dirty Chai</a> - Warm tone, cream-brown eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-milk-chocolate-c2"">Milk Chocolate</a> - Warm tone, brown eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-rawr-a20"">Rawr</a> - Warm tone, chocolate brown eyeshadow with a shimmery gold finish</li>
<li>
<a href=""/products/eyeshadow-lucky-penny-b41"">Lucky Penny</a> - Warm tone, copper eyeshadow with a shimmery finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-pewter-b96"">Pewter</a> - Neutral tone, grey eyeshadow with a metallic finish</li>
</ul>
<p><b>EXTRA GOODIES</b></p>
<p><span style=""font-weight: 400;"">Receive a </span><a href=""https://www.findingferdinand.com/products/ffgirl-sticker-set""><span style=""font-weight: 400;"">complimentary FFgirl Sticker Set</span></a><span style=""font-weight: 400;""> and </span><a href=""https://www.findingferdinand.com/collections/accessories/products/dual-end-brush-set""><span style=""font-weight: 400;"">Dual-End Brush Set</span></a><span style=""font-weight: 400;""> with each palette.</span></p>
<p><span style=""font-weight: 400;"">All custom Overnight Palettes come labeled with your name on the back. To create a palette as a gift, please indicate the person's name in the field below.</span></p>
<p><b>PIGMENTATION: </b><span style=""font-weight: 400;"">High-pigmented powders that blend easily</span></p>
<p><b>TEXTURE:</b><span style=""font-weight: 400;""> Velvety and silky pressed powder</span></p>
<p><b>KEY INGREDIENTS:</b><span style=""font-weight: 400;""> Kaolin and Mica</span></p>
<p><b>BENEFITS:</b><span style=""font-weight: 400;""> Skin softening, detoxification, natural sunscreen</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your products to be handpacked.</span></p>",findingferdinand2,palette,"all in one, Overnight, palette, travel",true,Title,Default Title,,,,,"",227,shopify,495,deny,manual,56.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Deep_Skin_Tone_Makeup.jpg?v=1492923406,1,,false,,,,,,,,,,,,,,,,,lb,
finding-ferdinand-overnight-palette-deep,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Overnight_Palette_Deep.png?v=1492923406,2,,,,,,,,,,,,,,,,,,,,
finding-ferdinand-overnight-palette-deep,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Overnight_Palette_Closed_v2_fc831028-9329-4c10-ba9a-842124d6f404.jpeg?v=1492923406,3,,,,,,,,,,,,,,,,,,,,
finding-ferdinand-overnight-palette-deep,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Stickers_b3b85504-5fd6-442a-8f74-1989481d6206.jpg?v=1492923406,4,,,,,,,,,,,,,,,,,,,,
finding-ferdinand-overnight-palette-light-medium-warm,RTW Overnight Palette - Medium,"<p>Have everything you need for a night out - and flawless touch-ups the next morning -- all conveniently packed in a portable palette. </p>
<meta charset=""utf-8"">
<p>This curated ready-to-wear palette has been created for those with a medium skin tone, but can be worn by anyone who loves these colors!</p>
<p>These timeless colors are great neutrals and super easy to wear. </p>
<p><strong>Complimentary Complexion Range</strong></p>
<p><strong><img src=""//cdn.shopify.com/s/files/1/1099/1078/files/Finding_Ferdinand_Skin_Tone_Range_Medium_large.jpg?v=1486166357"" alt=""""></strong></p>
<p><strong>Customize The Palette</strong></p>
<p><a href=""/products/finding-ferdinand-overnight-palette"" title=""Finding Ferdinand Custom Makeup""><strong><img src=""//cdn.shopify.com/s/files/1/1099/1078/files/CUSTOMIZE_1_large.jpg?v=1486675021"" alt=""Finding Ferdinand Custom Makeup""></strong></a></p>
<h3><b>PRODUCT DETAILS:</b></h3>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Net Weight: 0.74oz</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Palette Dimensions: 14.5cm x 11cm x 1.3cm</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Magnetic base allows you to easily refill a shade</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Full mirror that holds its weight so you can get ready anywhere</span></li>
</ul>
<p><b>TOP ROW - CHEEKS</b></p>
<meta charset=""utf-8"">
<ul>
<li>
<a href=""https://www.findingferdinand.com/products/highlighter-golden-glow-shimmer-powder"" target=""_blank"" rel=""noopener noreferrer"">Golden Glow</a> - This universal cream- colored highlighter is LIFE! It's flattering on anyone who wants to add a subtle glow here and there. </li>
<li>
<a href=""https://www.findingferdinand.com/products/bronzer-cocoa-bronze-bronzing-powder"">Cocoa Bronze</a> - Dark bronzer with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/blush-no-regrets-37"">No Regrets</a> - Warm tone, light plum blush with a shimmery finish</li>
</ul>
<p><b>BOTTOM ROW - EYES</b></p>
<ul>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-extra-foam-b20"">Extra Foam</a> - Cool tone, cream-colored eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-dirty-chai-b69"">Dirty Chai</a> - Warm tone, cream-brown eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-pajama-party-b67"">Pajama Party</a> - Cool tone, mauve-y taupe eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-grizzly-b21"">Grizzly</a> - Cool tone, brown eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/a-la-carte/products/eyeshadow-eclipse-b25"">Eclipse</a> - Cool tone, black eyeshadow with a matte finish</li>
</ul>
<p><b>EXTRA GOODIES</b></p>
<p><span style=""font-weight: 400;"">Receive a </span><a href=""https://www.findingferdinand.com/products/ffgirl-sticker-set""><span style=""font-weight: 400;"">complimentary FFgirl Sticker Set</span></a><span style=""font-weight: 400;""> and </span><a href=""https://www.findingferdinand.com/collections/accessories/products/dual-end-brush-set""><span style=""font-weight: 400;"">Dual-End Brush Set</span></a><span style=""font-weight: 400;""> with each palette.</span></p>
<p><span style=""font-weight: 400;"">All custom Overnight Palettes come labeled with your name on the back. To create a palette as a gift, please indicate the person's name in the field below.</span></p>
<p><b>PIGMENTATION: </b><span style=""font-weight: 400;"">High-pigmented powders that blend easily</span></p>
<p><b>TEXTURE:</b><span style=""font-weight: 400;""> Velvety and silky pressed powder</span></p>
<p><b>KEY INGREDIENTS:</b><span style=""font-weight: 400;""> Kaolin and Mica</span></p>
<p><b>BENEFITS:</b><span style=""font-weight: 400;""> Skin softening, detoxification, natural sunscreen</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your products to be handpacked.</span></p>",findingferdinand2,palette,"all in one, Overnight, palette, travel",true,Title,Default Title,,,,,"",227,shopify,487,deny,manual,56.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Deep_Skin_Tone_Makeup_2.jpg?v=1492922924,1,,false,,,,,,,,,,,,,,,,,lb,
